BILLING_DATE,Billing date for billing index and printout,,,,
BILLING_DOC,Billing document,,,,
BILLING_DONE_NUM,Number of Billing,,,,
BILLING_NUMBER,Invoice Number,,,,
BILLING_REFERENCE,Invoice number,,,,
BILLING_STATUS,Billing status for the billing plan/invoice plan date,,,,
BILLING_STATUS,Updated information in related user data field,,,,
BILLM,BillingM,,,,
BILLOFMATERIALITEMIDENTIFIER,Name (Identifier) of BOM Item,,,,
BILLOFMATERIALITEMUNIQUEIDENTI,Reference to Unique Identifier of Item,,,,
BILLR_INV_RECPT_ID,Billers Invoice Recipient ID,,,,
BILLTHRES,Billing threshold (debit),,,,
BILLTHRESA,Billing threshold active,,,,
BILLTHRESC,Billing threshold (credit),,,,
BILLTHRESS,Prepare separate reports for suppressed periods,,,,
BILLTHRESX,All billing reports suppressed,,,,
BILL_BLOCK,Billing block in SD document,,,,
BILL_DATE,Billing date for billing index and printout,,,,
BILL_DATE,Updated information in related user data field,,,,
BILL_ID,ID for adopting billing/invoice date,,,,
BILL_OF_LADING,Number of bill of lading at time of goods receipt,,,,
BILL_OF_LADING_LONG,Bill of Lading Number in GR (Dependencies: see Long Text),,,,
BILL_RULE,Rule in billing plan/invoice plan,,,,
BILL_RULE,Updated information in related user data field,,,,
BILL_SCHED,Invoice dates (calendar identification),,,,
BILL_VALUE,Updated information in related user data field,,,,
BILL_VALUE,Values to Be Invoiced/Calculated in Invoice Plan Date,,,,
BIL_DAT,Financial Accounting Date,,,,
BIL_FORM,Billing form,,,,
BIL_INC_ICON,Incomplete for Billing Document,,,,
BINARY_CONTENT,Binary Content,,,,
BINDATA,PSE Data,,,,
BINDEREXP_DT,Expiry of Binder,,,,
BINDER_AM,Binder in Days,,,,
BINDG_PER,Binding Period of Quotation,,,,
BINDG_PER,Binding period for quotation,,,,
BINDING_DISPLAY,Name of endpoint,,,,
BINDING_KEY,GUID in 'CHAR' Format in Uppercase,,,,
BINDING_NAME,Binding Name,,,,
BINDING_NAME,Binding QName,,,,
BINDING_NAME,Binding name on provider pre-selection,,,,
BINDING_NAMESPACE,Binding Namespace,,,,
BINDING_SPLIT,Split Position for Binding Name,,,,
BINDPRECOM,Number of binds/precompiles since connect,,,,
BINDS,Binds TRUE/FALSE,,,,
BINDS_CHECKBOX,Binds checkbox,,,,
BINDTYPE,Binding Type,,,,
BINDTYPE,Logical Binding Type (For Example: Workflow -> Step),,,,
BIND_NAME,Name Binding,,,,
BIND_NAMESPACE,Namespace Binding,,,,
BIND_PRECC,binds_precompiles: # of BINDs/PRECOMPILEs Since First Conn.,,,,
BIND_RA_TOT,Number of rebinds that have been issued due to REOPT(AUTO),,,,
BIND_RO_TYPE,REOPT bind option valid for statement,,,,
BIN_CONTENT,Optional,,,,
BIRCN,Birth certificate No. of the new born baby,,,,
BIRCT,Birth certificate number,,,,
BIRDA,Date of birth   Day,,,,
BIRDO,Date of Birth (Dominical year),,,,
BIRDT,Date of birth,,,,
BIRDY,Day of Birthday,,,,
BIRMO,Date of birth   Month,,,,
BIRMT,Month of Birthday,,,,
BIRPA,Place of birth,,,,
BIRPL,Birth Place,,,,
BIRTH,DTE OF BTH,,,,
BIRTH,Date of birth,,,,
BIRTHCTRY,Country of Birth,,,,
BIRTHDATE,Birthdate,,,,
BIRTHDATEUNKNOWN,Birth Date Unknown,,,,
BIRTHDATEUNKNOWN,Checkbox,,,,
BIRTHDAY,Date of Birth,,,,
BIRTHDTPP,Date of Birth According to Passport,,,,
BIRTHDTPP,Date of Birth on Passport,,,,
BIRTHMONTH,Month of Birth,,,,
BIRTHMONTH,Month of birth,,,,
BIRTHNAME,Name at birth of business partner,,,,
BIRTHNME_K,Birth Name,,,,
BIRTHNME_K,Name at birth (katakana),,,,
BIRTHNME_R,Birth Name,,,,
BIRTHNME_R,Name at birth (romaji),,,,
BIRTHPLACE,Birthplace,,,,
BIRTHSTATE,Federal State,,,,
BIRTHSTATE,State,,,,
BIRTHYEAR,Year of Birth,,,,
BIRTHYEAR,Year of birth,,,,
BIRTH_DATE,Birth Date,,,,
BIRTH_DATE,Birth date,,,,
BIRTH_DD,BIRTH DAY,,,,
BIRTH_DT,Date of Birth,,,,
BIRTH_MM,BIRTH MONTH,,,,
BIRTH_PLACE,Birth place,,,,
BIRTH_WAREKI,Birthday (wareki),,,,
BIRTH_YY,BIRTH YEAR,,,,
BIRYE,Date of birth   Year,,,,
BIRYR,Year of Birthday,,,,
BIS,Authorization value,,,,
BIS,Bis or Ter,,,,
BISESSION,Path including session information,,,,
BISKT,Account interval upper limit,,,,
BISNR,Number of G/L account (upper area limit),,,,
BISPR,Language key,,,,
BISTX,BAISA (Decimals of OMR),,,,
BITM_ICON,Icon with quick info,,,,
BITPREM_CD,Settlement Type with Premium,,,,
BITPTAX_CD,Settlement Type with Premium Tax,,,,
BITXT,Internal Long Text Number,,,,
BIZPRC_CD,Business Process,,,,
BIZPRC_TT,Business Process,,,,
BI_CONV_UDF_PARAM,DB6-DBH: Parameters for Converion UDF,,,,
BI_INFO_PROVIDER,Info Provider,,,,
BI_LOAD,"Trigger BI Load from data provisioining layer('X', Yes)",,,,
BI_QUERY_NAME,Query Name,,,,
BI_QUERY_RESULT_STRUCTURE,BI Query Result Structure,,,,
BI_REPORT,BI Query Result Structure,,,,
BI_TOP,DB6: Relevant for Top N Calculations,,,,
BI_TOP_SO,Sort Order for BI TOP,,,,
BJAMS,Jams Commencement,,,,
BKGRP,Purchasing Group,,,,
BKKNTR,'1' Consider Check,,,,
BKKRS,Bank Area,,,,
BKKRS,Obsolete,,,,
BKKTID,Combintaion of Company Code and Bank Data,,,,
BKLAS,Valuation Class,,,,
BKONT,Bank control key,,,,
BKORT,City,,,,
BKPF_CNT,Number of Documents in an Archive Segment,,,,
BKPLZ,Postal Code,,,,
BKRUE,Bank Account,,,,
BKRUE,General ledger account,,,,
BKTMP,Read Temp. PC Result '1',,,,
BKTXT,Doc.Header Text,,,,
BKURS,Exchange Rate,,,,
BKZER,Lock Indicator for Actual Revenue Postings,,,,
BKZKP,Lock Indicator for Actual Primary Postings,,,,
BKZKS,Lock Indicator for Actual Secondary Costs,,,,
BKZOB,Lock Indicator for Commitment Update,,,,
BLACKHOLE,Modification Mode Switched Off,,,,
BLAETTERN_KZ,Currently not used,,,,
BLAETTERN_KZ,Not Usedot UsedNot Used,,,,
BLAN,Blank spaces,,,,
BLANCOS,Blank spaces,,,,
BLANK,Space,,,,
BLANKET,Blanket Line,,,,
BLANKETCOV_FG,Blanket Coverage,,,,
BLANZ,Number of Sheets (Without Document Management System),,,,
BLART,Document Type,,,,
BLATT,Page Number of Document (Without Document Management System),,,,
BLAUF,Period from,,,,
BLCE_TAXB,Integer Part of Tax Balance,,,,
BLCE_TAXS,Decimal Part of Tax Balance,,,,
BLCNT,"Block Counter, '000000'",,,,
BLDAT,Document Date,,,,
BLDG,Building,,,,
BLDKIND_ID,Building Type Number,,,,
BLDNG,Building Number,,,,
BLD_LEVEL,DB6: Build Level,,,,
BLEVEL,B Tree Level,,,,
BLEVEL,B-Tree Level,,,,
BLGRP,Blood Group,,,,
BLIFNR,Account Number of Confirmed Vendor,,,,
BLINE_DATE,Baseline Date For Due Date Calculation,,,,
BLISTER,Number of Pieces Blister,,,,
BLKCURSOR,blocking_cursor,,,,
BLKSREC,GCS CR Blocks Received,,,,
BLKSREC,GCS CURR Blocks Received,,,,
BLKSSEND,GCS CR Blocks Send,,,,
BLKTYPES,block types,,,,
BLK_LD_FUL,blk_log_dsk_ful: block log on disk full,,,,
BLK_READS,Block Reads,,,,
BLK_WRITES,Block Writes,,,,
BLNCE_SPECIFIED,Accounts with Balance...,,,,
BLNRF,Document number from,,,,
BLNRT,Document number to,,,,
BLOB,BLOB,,,,
BLOB,Data block,,,,
BLOB_DATA,Check Object Data in External Test Tool Format (BLOB),,,,
BLOB_DATA,Non-Interpretable Data Sequence (BLOB),,,,
BLOB_LOG,Log Data in External Test Tool Format (BLOB),,,,
BLOCK,"Raw Data, used on Frontend",,,,
BLOCKBEGIN,Block Start Line,,,,
BLOCKED_STATEMENT_STRING,statement string,,,,
BLOCKED_TRANSACTION_ID,Blocked Transaction ID,,,,
BLOCKEND,Block End Line,,,,
BLOCKNAME,Name of Processing Block,,,,
BLOCKNO,Number of the Internal Data Object,,,,
BLOCKS,Blocks used,,,,
BLOCKS,Oracle monitorin: Large number,,,,
BLOCKSIZE,Block Size,,,,
BLOCKS_PER_WAIT,Blocks per wait,,,,
BLOCKTYPE,"Type of Processing Block (Procedure, Module, Event Block)",,,,
BLOCK_COUNT,Block count,,,,
BLOCK_GETS,db block gets v$sysstat,,,,
BLOCK_GETS_CACHE,db block gets from cache v$sys,,,,
BLOCK_GETS_DIR,db block gets direct v$sysstat,,,,
BLOCK_ID,Course Program: Block ID,,,,
BLOCK_MANDATORY,Flag: Mandatory Block,,,,
BLOCK_NO,Block Number,,,,
BLOCK_POSITION,Block: Sequence Number,,,,
BLOCK_REASON,Description,,,,
BLOCK_REASON_ID,Blocking Reason - ID,,,,
BLOCK_REASON_ID,Updated information in related user data field,,,,
BLOCK_REASON_TEXT,Blocking Reason - Text,,,,
BLOCK_REASON_TEXT,Updated information in related user data field,,,,
BLOCK_SHORT,Block: Short Text,,,,
BLOCK_STEXT,Block: Text,,,,
BLOCK_TITLE,"Optional, Block title",,,,
BLOCK_TYPE,Course Program: Block Type,,,,
BLOEK,Deletion Indicator,,,,
BLOKSPID,MS SQL server - blocking process id,,,,
BLUEBYTE,Blue Byte Value of Edge Color (0..255),,,,
BLVFLKL,V/ACl of Blister (Calculated),,,,
BLZ,Our Bank Number,,,,
BMENG,Confirmed Qty,,,,
BMINDEX,Benchmark,,,,
BMISNR,Customer Number of Major Customer of DB,,,,
BMP,Bitmap Data,,,,
BMSCH,Base quantity,,,,
BMTYP,BOM Category,,,,
BNAME,Bank Name,,,,
BNDAT,New Negotiation Date,,,,
BNDDT,Valid to,,,,
BNFBEGIN_DT,Benefit Start,,,,
BNFBYMARRIAGE_AM,Benefit upon Marriage,,,,
BNFBYMARRIGAR_AM,Benefit Upon Marriage Guaranteed,,,,
BNFCALC_ID,Benefit Determination Key,,,,
BNFCOVODDTH_AM,Death Benefit of an FS-PM Coverage at a Processing Date,,,,
BNFCRY_ID,Beneficiary ID,,,,
BNFDURINMONTH_AM,Benefit Period in Months,,,,
BNFDURINYEARS_AM,Benefit Period in Years,,,,
BNFEND_DT,Benefit End,,,,
BNFEND_DT,Service End,,,,
BNFFINSURP_AM,Benefit from Final Surplus,,,,
BNFPO,Item Number,,,,
BNFPO,Item Number for Purchase Requisition,,,,
BNFPO,Requisn Item,,,,
BNFPOLPRODDTH_AM,Contractual Benefit upon Death,,,,
BNFPOLPRODRUN_AM,Guaranteed Yearly Annuity,,,,
BNFPOLPROD_AM,Contractual Benefit,,,,
BNFPO_FORM,Formatted Item Number of Purchase Requistion,,,,
BNFSPECDEATH_CD,Benefit Specification for Death,,,,
BNFSPECDEATH_TT,Benefit Specification for Death - Short Description,,,,
BNFSPECMDEATH_CD,Benefit Specification for Death - Minimum,,,,
BNFSPECMDEATH_TT,Description of Benefit Specification for Death - Minimum,,,,
BNFSPECPENS_CD,Benefit Specification for Yearly Annuity,,,,
BNFSPECPENS_TT,Short Description of Benefit Specification for Annuity,,,,
BNFSPECPPAY_CD,Benefit Specification for Partial Payout,,,,
BNFSPECPPAY_TT,Short Description of Benefit Specification f.Partial Payout,,,,
BNFSURPRUN_AM,Yearly Annuity from Surplus,,,,
BNFSURP_AM,Benefit from Surplus,,,,
BNFTP_CD,Beneficiary Category,,,,
BNFTP_TT,Description of Beneficiary Category,,,,
BNFTYPE_CD,ID Benefit Type,,,,
BNF_ID,Payment,,,,
BNF_ONLY_FG,Only Benefit-Relevant Changes,,,,
BNKBRCD,Bank Branch code,,,,
BNKCHLNNO,Bank Challan Number,,,,
BNKCODE,Bank Branch Code,,,,
BNKKO,G/L account/internal Cash Mgmt account,,,,
BNOMINAL,Nominal Amount,,,,
BNRN,Basic national registry number,,,,
BNWHR,Nominal Amount,,,,
BN_SECTN_C,ID Section for Customer Fields for Recipient,,,,
BODY,Email Body,,,,
BODY_DATA,Body Data,,,,
BODY_READ,Body was Read,,,,
BODY_TYPE,Body Type,,,,
BOE_COUNT,The count result of BoE,,,,
BOE_FILTER_STATUS,filter draft and void status,,,,
BOE_TYPE_DESC,Bill of exchange type Description,,,,
BOFID,Branch office internal number,,,,
BOKRE,ID: Customer is to receive rebates,,,,
BOLD,Bold Formatting,,,,
BOLD,"Indicator, Indicates whether INFO_TEXT displayed in bold",,,,
BOLNR,Bill of lading,,,,
BOLUS_DOSAGE,Dosage for Bolus,,,,
BOL_OBJECT,OBSOLETE,,,,
BOM,"Character field, 8 characters long",,,,
BOMEXPLNO,BOM explosion number,,,,
BOMEXPL_NO,BOM explosion number,,,,
BOMIGSTATUS_ID,Migration Status of Business Object,,,,
BOMITEM,"Not More Closely Defined Area, Possibly Used for Patchlevels",,,,
BOMITEMNR,BOM Item Number,,,,
BOMLVL,Levels in BOM as Text Field,,,,
BOM_CATEGO,BOM category,,,,
BOM_EXPL,Indicator: BOM Explosion,,,,
BOM_IT_NR,BOM item node number,,,,
BONAME,Part 1 of Type Name or Object Type Name,,,,
BONBA,Rebate basis,,,,
BONBON,Gift for Customers,,,,
BONUS,Vol. rebate grp,,,,
BONUSBNFMARR_AM,Bonus Benefit upon Marriage,,,,
BONUSBNFRESER_AM,Bonus Benefit on Reserve,,,,
BONUSBNFSURR_AM,Bonus Benefit Surrender,,,,
BONUSEROG,Bonus paid,,,,
BONUSNEROG,Bonus not paid,,,,
BONUS_ELIGIBLE,BONUS_ELIGIBLE,,,,
BONUS_TARGET,BONUS_TARGET,,,,
BOOKED,Booked,,,,
BOOKED_VIA_CURRI,'X' = Booked via curriculum,,,,
BOOKENTRY,By Book entry / Cash,,,,
BOOKID,Booking number,,,,
BOOKIMG,Booking Status (Icone),,,,
BOOKING_CODE,"             					Train booking identifier             			",,,,
BOOKING_DATE,Date that booking was made,,,,
BOOKING_ID,Rail system booking reference,,,,
BOOKING_ID,Rail system booking reference.,,,,
BOOKING_NUMBER,Booking Number,,,,
BOOKING_OFFICE_ID,Office ID where booking was made,,,,
BOOKING_SOURCE_NOTE,Booking source,,,,
BOOKING_STATUS,Booking Status,,,,
BOOKING_STATUS_CODE,Booking status code,,,,
BOOKING_STATUS_TEXT,Provider-specific information,,,,
BOOKING_TYPE,Booking Type,,,,
BOOKING_TYPE,"Specifies bookingtype of the resource.1=Commited, 2=Proposed",,,,
BOOK_INFO,Structures: name of the structure,,,,
BOOLEAN,"0: false, 1: true",,,,
BOOLEAN,Boolean,,,,
BOOLEAN,boolean,,,,
BOOLVALUE,True value,,,,
BOOL_FIELD,Boolean field,,,,
BOP,External Operating Surgeon (Y/N),,,,
BOPTI,Benefit Health Plan Option,,,,
BORDER_B,Color blue (Border of Node),,,,
BORDER_G,Color green (Border of Node),,,,
BORDER_R,Color red (Border of Node),,,,
BORNDATE,PDF: data rozdenija,,,,
BOR_ID,Business Object Repository ID,,,,
BOR_REF,Business Object,,,,
BOR_TYPE,BOR object type,,,,
BOR_TYPE,BOR type,,,,
BOSTAT_CD,Status of Policy,,,,
BOTTOM,Bottom Margin,,,,
BOTTOM_BOUND,Lower Bound,,,,
BOTTOM_BOUND,Lower Limit,,,,
BOUND_ID,Boundary ID,,,,
BOX,Selection,,,,
BOXDEFWIDTH,Minimum Box Width in Number of Characters ('X'),,,,
BOXNUMBER,Box Number,,,,
BOX_INVSBL,Indicator: Do Not Display Checkbox,,,,
BOX_MAIN,Box,,,,
BOX_TXT,IS-H: Text for Item Module Box,,,,
BO_ACTIVITY,BO Activity,,,,
BO_CD,Assignment Table of In-Force Business Model Level to OrgUnit,,,,
BO_ELEMENT,Corresponding BO Entity,,,,
BO_ID,Key,,,,
BO_NAME,Business Object Name,,,,
BO_NAME,Name of OBN business object,,,,
BO_NAME,Points to ABAP_INTFNAME,,,,
BO_NODE_NAME,Business Object Node Name,,,,
BO_NODE_NAME,Points to ABAP_INTFNAME,,,,
BO_OP_NAME,Name of an operation of the sepcified business object,,,,
BO_RESOLVE_MODE,Mode for Resolving the Roles -> CO_RESOLVING_MODE-...,,,,
BO_SERIAL_NUM,BO participants serial number,,,,
BO_SYSTEM,System alias for Object Base Navigation (OBN),,,,
BO_TYPE,Class or Business Object,,,,
BO_TYPE,Portal BO Type,,,,
BPARTNER,Business partner number,,,,
BPATXT,Text for Business Process Area,,,,
BPBEG,begin date before participating,,,,
BPCAT,Benefit plan category,,,,
BPCA_TRC_ID,BPCA Trace ID,,,,
BPCITY,BP city,,,,
BPCTXT,Text for Business Process Code,,,,
BPDEC,Basic Pay Decimal Part,,,,
BPEND,end date before participating,,,,
BPHINR,Area,,,,
BPID,Breakpoint ID,,,,
BPIDX,Index Point Value,,,,
BPINT,Basic Pay Integer Part,,,,
BPJSB,BPJS Base,,,,
BPJSI,BPJS ID,,,,
BPLAN,Benefit plan,,,,
BPMNG,Quantity in Order Price Quantity Unit,,,,
BPMN_DEFINITION,BPMN representation of process definition,,,,
BPNAME,Business Partenr Name,,,,
BPNAME,DB2 Universal Database: Buffer pool name,,,,
BPPLZ,Post codeof the BP,,,,
BPRME,Order Price Quantity Unit,,,,
BPRME,Order Price Unit (Purchasing),,,,
BPRME,Order price unit (purchasing),,,,
BPROCESSOBJNO,Object no for business process,,,,
BPROCSTEPOBJNO,Object no for process step,,,,
BPROLE_CD,ID for Role Key,,,,
BPROLE_ID,Role Key of FS-PM Participant Role,,,,
BPROV,Commission,,,,
BPROV,Province of Birth,,,,
BPROV,Provision Commission,,,,
BPTYP,Business Partner Category in Feeder System,,,,
BPVSY,External Business Partner Number,,,,
BPWES,Goods Receipt Lock Status in BPRME,,,,
BP_AV_RTM,Average Physical Read Time (ms),,,,
BP_AV_WTM,Average Physical Write Time (ms),,,,
BP_CUR_BUFFSZ,Bufferpool Current Size,,,,
BP_C_SPRS,Index Synchronous Physical Reads,,,,
BP_C_SWS,Index Synchronous Physical Writes,,,,
BP_D_HITRT,Buffer Pool Data Hit Ratio (%),,,,
BP_D_SPRS,Data Synchronous Physical Reads,,,,
BP_D_SWS,Data Synchronous Physical Writes,,,,
BP_ID,Business Partner,,,,
BP_INDEX,Breakpoint Index,,,,
BP_INS_COMPANY,Insurance Company,,,,
BP_I_HITRT,Buffer Pool Index Hit Ratio (%),,,,
BP_I_SPRS,Index Synchronous Physical Reads,,,,
BP_I_SWS,Index Synchronous Physical Writes,,,,
BP_KIND,Breakpoint Type,,,,
BP_METHOD_KIND,Type of Method Breakpoint,,,,
BP_NAME,Bufferpool Name,,,,
BP_NAME,Business partner name,,,,
BP_NAME,DB2 Universal Database: General identifier,,,,
BP_NUM,Number of Buffer Pools,,,,
BP_NUMBER,Control Block Index or Similar,,,,
BP_PAGES_LEFT,bp_pages_left_to_remove,,,,
BP_QAL,Overall Buffer Quality (%),,,,
BP_QUAL_DATA,Bufferpool Quality Tables (%),,,,
BP_QUAL_INDEX,Bufferpool Quality Indexes (%),,,,
BP_QUAL_TOT,Bufferpool Quality Total (%),,,,
BP_SW,"dbmon_sw_settings: SQLM_OFF, SQLM_ON",,,,
BP_SZ,Total Buffer Pool Size (KB),,,,
BP_TBSP_USE_CNT,bp_tbsp_use_count,,,,
BP_TT,Name of business partner,,,,
BRACKET,Bracket for a Period and its Supplementals,,,,
BRANAME,Branch name,,,,
BRANAME,Branch or place,,,,
BRANC,Before APS,,,,
BRANCH,Branch,,,,
BRANCHES,Branch Information,,,,
BRANCHID,Branch ID,,,,
BRANCHIDBASIS,Branch ID of the basis document,,,,
BRANCHN,Branch number,,,,
BRANCH_CD,Branch number of payee,,,,
BRANCH_CODE,NSCH Specific Branch Code,,,,
BRANCH_ID,Branch ID.,,,,
BRANCH_ID,Branch Id.,,,,
BRANCH_INDICATOR,"codigoConcepto: 1-product, 2-service, 3-product/service",,,,
BRANCH_NAME,Branch name of our bank,,,,
BRANCH_NAME,Branch name of payee,,,,
BRANCH_ORDER,Order number of the gateway branch,,,,
BRANCH_PSEUDO_CITY_CODE,An identification code assigned to an office/agency by a res,,,,
BRAND_IMAGE_DATA,Brand Image Data,,,,
BRAND_IMAGE_NAME,Brand Image Name,,,,
BRANM,Branch Department,,,,
BRAN_TIT,Branch title,,,,
BRAS_NBM,Brazilian NCM Code,,,,
BRAS_NBM,Updated information in related user data field,,,,
BRAZIL,Indicator: Plant is Active for Brazil,,,,
BRCHNR,Class of Business of Accounting,,,,
BRCHRN_NN,FS-PM: Class of Business (FS-RI),,,,
BRCOD,Branch No.,,,,
BRDEPNM,Brach Department Name,,,,
BREADCRUMB,Breadcrumb,,,,
BREADTH,Width of Constant Area,,,,
BREAKDOWN,Short Text for Fixed Values,,,,
BREAKFAST_TEXT,"E.g. Including""",1,,,
BREAKMODEL,Name of Break Pattern,,,,
BREAKNUMBER,Break Number,,,,
BREAKPOINT,'X' Break-Points have been set,,,,
BREAKPOINT_ICON,Icon for breakpoint setting,,,,
BREAKPOINT_TEXT,Text for breakpoint setting,,,,
BREAKPOINT_TOOLTIP,Tooltip for breakpoint setting,,,,
BREAK_AT_BUILD,For Generating Repository/BW Source Data,,,,
BREAK_AT_CNV,Before Table Conversion,,,,
BREAK_AT_GET,For Get-Access to REpository/BW,,,,
BREAK_AT_ITER,Execute user break for iteration number?,,,,
BREAK_AT_LI,For Access to Metadata,,,,
BREAK_AT_PUT,For Put-Access to Repository/BW,,,,
BREAK_AT_RFC,Before RFCs,,,,
BREAK_AT_WORKLIST,For Calling up Worklist Methods,,,,
BREAK_MODEL,Name of Break Pattern,,,,
BREAK_TIME,Break Duration,,,,
BREED_CD,Dog Breed,,,,
BREITE,Width of Blister,,,,
BREL_KIND,Type of the Linked Objects,,,,
BREL_MODE,Processing Mode of Transaction,,,,
BREST,Remaining Posted Quantity in Sales Unit,,,,
BRESWK,Confirmed Plant in Stock Transport Order,,,,
BRFEE,Broker's fee,,,,
BRFT_TIME,Time of Meal,,,,
BRGEW,Gross weight,,,,
BRIDA,Date of Birth,,,,
BRINNUMBER,BRIN Number,,,,
BRINNUMBERPRE,BRIN Number,,,,
BRINSEQENUPDATE,BRIN Sequence Number,,,,
BRINSEQUENCE,BRIN Sequence Number,,,,
BRIN_NAME_P,Institute Name,,,,
BRIN_NAME_R,Institute Name,,,,
BRIN_NUM,BRIN Number,,,,
BRIN_NUM_P,BRIN Number,,,,
BRIN_NUM_R,BRIN Number,,,,
BRIN_SEQN,BRIN Sequence Number,,,,
BRIN_SEQN_P,BRIN Sequence Number,,,,
BRIN_SEQN_R,BRIN Sequence Number,,,,
BRNCH,PtoVta:Branch,,,,
BRNCH_INFO,Branch information,,,,
BRNUM,Branch number,,,,
BRNUM_HEAD,Text,,,,
BROBROKERBP_ID,Broker BP Number,,,,
BROBROKINSOBJ_ID,Broker Insurance Object,,,,
BROKERBP_ID,Broker BP Number,,,,
BROKERINSOBJ_ID,Broker Insurance Object,,,,
BROKER_ID,Obsolete,,,,
BROKHIST_PUSHBUTTON,Icon for Button: Display Broker History,,,,
BROSO,Reported persons number / Broj osoba izvjesca,,,,
BROWSING_REL,"Relevance for using this attribute for browsing, default 100",,,,
BRPLME,Unit of Measure in Confirmed Replenishment Requirement,,,,
BRPLRQ,Confirmed Replenishment Requirement,,,,
BRRED,Number of lines from Page B / Broj redaka stranice B,,,,
BRSCH,Industry key,,,,
BRTIME,Start of DBA action,,,,
BRTWR,Gross Price,,,,
BRTWR,Gross value,,,,
BRUTO,Amount of taxable incomes,,,,
BRUTTOMWSTHALB,Gross Amount on Which VAT Calculated at Half Rate,,,,
BRUTTOMWSTVOLL,Gross Amount on Which VAT Calculated at Full Rate,,,,
BRUTTOSCHADEN,Bruttoschaden in CHF 1000,,,,
BRUTTO_MEM_TS_NOCOMPR,Brutto Mem.  non-compr. TS,,,,
BRUTTO_MEM_TS_UNKNOWN,Brutto Mem.  unknown compr. TS,,,,
BRYTH_TXT_KNVK,Call frequency,,,,
BR_CODE,BSR code of Bank Branch,,,,
BR_INIT,Browser configuration already initialized,,,,
BSA,"IS-H*MED: Medication, BSA",,,,
BSAEZ,Counter for Purchase Order Header Changes,,,,
BSAKN,Balance Sheet Account,,,,
BSAKN,Balance sheet account,,,,
BSAKZ,Order Type Indicator,,,,
BSALDO,Resid.cntr.bal.,,,,
BSART,Document Type,,,,
BSB_CODE,BSB code (fixed 999-999),,,,
BSCHL,Posting key,,,,
BSCHL_APAR,Posting key,,,,
BSCHL_GL,Posting key,,,,
BSCHR,Indicator for Purchase Order/Outline Agreement Print,,,,
BSCH_JR,Over the year,,,,
BSDAT,Creation Date of Purchase Order,,,,
BSDS,DB2 Boot Strap Data Set,,,,
BSEZL,Sequential Number of Purchase Order Development Record,,,,
BSGRD,Cap.util.lvl,,,,
BSGRU,Reason for Ord.,,,,
BSIK_DMBTR,Aggregate Amount,,,,
BSKEY,Business System,,,,
BSLTX,Basic Salary Text,,,,
BSMNG,Order Quantity,,,,
BSNESSPARTNER_ID,Occasional Agent,,,,
BSNESSPARTNER_TT,Name of Referral Agent,,,,
BSN_NUMBER,Identification Number,,,,
BSN_NUMUPDATED,Identification Number,,,,
BSSAY,Basic Salary,,,,
BSSTX,Basic Salary,,,,
BSTAT,Doc.status,,,,
BSTAT_S,Document Status,,,,
BSTDK,Customer Purchase Order Date,,,,
BSTKD,Data Element Type CHAR Length 35,,,,
BSTKD_E,Data Element Type CHAR Length 35,,,,
BSTLD,Tax Country of Vendor,,,,
BSTNK,Customer Purchase Order Number,,,,
BSTNK,Customer purchase order number,,,,
BSTNR,Purchase Order Number,,,,
BSTOV,Assembly Order Level,,,,
BSTPO,Purchase Order Item,,,,
BSTXB,Basic Salary Baisa,,,,
BSTXT,Description of Purchasing Document,,,,
BSTYP,Doc. Category,,,,
BSUMDEC,Base Amount,,,,
BSZIN,Interest to..,,,,
BSZYZT,Status Of Inpatient,,,,
BS_CAPTION,Short Description,,,,
BS_IDENT,Business Scenario in Account Assignment Manager,,,,
BS_URL,URL About Business System,,,,
BTATYPE_TXT,Text for Business Transaction Category,,,,
BTATZ,Non-Reimbursable Contribution SR for UI 2007,,,,
BTCDELAY,TRFC: Time between repeat attempts,,,,
BTCH_SPLIT,Batch split allowed,,,,
BTCI_FLAG,Batch Input Created,,,,
BTCJOBNAME,First 24 characters of job name,,,,
BTCSTEPNR,Number of step in background processing,,,,
BTCSUPPR,TRFC: Do not schedule background jobs if conn. error occurs,,,,
BTCSYSREAX,Target system to run background job,,,,
BTCSYSTEM,Target system to run background job,,,,
BTCTRIES,TRFC: Connection attempt up to task,,,,
BTDAT,Birthday,,,,
BTDAY,Date of Birth,,,,
BTERM,Benefit termination rule variant,,,,
BTERM,Terminal ID of Start Entry,,,,
BTEXT,Short receipt information,,,,
BTE_TYPE,BTE Object Type,,,,
BTGEW,Total Weight,,,,
BTIME,Begin Time,,,,
BTI_TOT,No. of BI Queues,,,,
BTN_CONTR_COCKPIT_TEXT,Text for Controlling Cockpit Link,,,,
BTN_CONTR_COCKPIT_TT,Quick Info for Controlling Cockpit Link,,,,
BTN_SIMULATION_COSTING_TT,Quick Info for Switch for Costing for the Version,,,,
BTPLN,Functional Location Affected,,,,
BTRTL,Pers. subarea,,,,
BTR_COUNTER,Counter for Batch Totals Record,,,,
BTX,BTX,,,,
BTX_CD,Business Transaction,,,,
BTYP,Process Category,,,,
BTYPE,Payroll Type,,,,
BTYPE,Payroll type,,,,
BTYPE_BCOL,Color Bitmap Image,,,,
BTYPE_BMON,Black and White Bitmap Image,,,,
BTZNR,Assignment of Transfers,,,,
BUALT,Amount Posted in Alternative Price Control,,,,
